date,temperature
0.0,67.00578034682081
0.21582733812949642,65.88439306358381
0.43165467625899284,72.0520231213873
0.6474820143884893,52.42774566473989
0.8633093525179857,56.91329479768787
1.079136690647482,42.895953757225435
1.2949640287769786,60.83815028901734
1.5107913669064748,45.138728323699425
1.7266187050359714,45.699421965317924
1.9424460431654675,61.95953757225434
2.158273381294964,47.38150289017341
2.3741007194244603,46.820809248554916
2.589928057553957,54.67052023121388
2.805755395683453,30.0
3.0215827338129495,43.456647398843934
3.237410071942446,43.456647398843934
3.4532374100719427,61.95953757225434
3.669064748201439,57.47398843930636
3.884892086330935,65.88439306358381
4.100719424460432,61.95953757225434
4.316546762589928,54.67052023121388
4.532374100719425,60.83815028901734
4.748201438848921,62.52023121387284
4.9640287769784175,55.79190751445087
5.179856115107914,37.28901734104046
5.39568345323741,47.94219653179191
5.611510791366906,57.47398843930636
5.827338129496403,47.94219653179191
6.043165467625899,46.820809248554916
6.258992805755396,36.72832369942196
6.474820143884892,50.1849710982659
6.690647482014389,38.971098265895954
6.9064748201438855,51.86705202312139
7.122302158273381,47.94219653179191
7.338129496402878,72.61271676300578
7.553956834532373,60.27745664739885
7.76978417266187,57.47398843930636
7.985611510791367,43.456647398843934
8.201438848920864,55.79190751445087
8.417266187050359,54.67052023121388
8.633093525179856,61.39884393063585
8.848920863309353,64.20231213872833
9.06474820143885,50.1849710982659
9.280575539568346,55.79190751445087
9.496402877697841,53.54913294797688
9.712230215827338,49.6242774566474
9.928057553956835,77.09826589595376
10.143884892086332,58.59537572254335
10.359712230215829,63.64161849710983
10.575539568345324,41.213872832369944
10.79136690647482,49.6242774566474
11.007194244604316,64.76300578034682
11.223021582733812,76.53757225433526
11.43884892086331,50.1849710982659
11.654676258992806,49.6242774566474
11.870503597122301,51.30635838150289
12.086330935251798,52.98843930635839
12.302158273381295,58.03468208092485
12.517985611510792,65.32369942196532
12.733812949640289,58.03468208092485
12.949640287769784,60.27745664739885
13.16546762589928,77.09826589595376
13.381294964028777,83.82658959537571
13.597122302158274,65.88439306358381
13.812949640287771,91.11560693641619
14.028776978417266,76.53757225433526
14.244604316546763,79.90173410404624
14.46043165467626,56.91329479768787
14.676258992805757,70.3699421965318
14.892086330935253,74.29479768786128
15.107913669064747,51.86705202312139
15.323741007194245,51.30635838150289
15.53956834532374,75.97687861271677
15.755395683453235,73.17341040462428
15.971223021582734,54.10982658959538
16.18705035971223,72.61271676300578
16.402877697841728,57.47398843930636
16.618705035971225,60.83815028901734
16.834532374100718,84.38728323699422
17.050359712230218,74.29479768786128
17.26618705035971,67.5664739884393
17.48201438848921,74.29479768786128
17.697841726618705,74.85549132947978
17.9136690647482,69.8092485549133
18.1294964028777,70.3699421965318
18.345323741007192,63.64161849710983
18.561151079136692,65.32369942196532
18.776978417266186,61.39884393063585
18.992805755395683,56.91329479768787
19.20863309352518,60.27745664739885
19.424460431654676,74.29479768786128
19.640287769784173,67.5664739884393
19.85611510791367,54.10982658959538
20.071942446043163,82.14450867052022
20.287769784172664,56.91329479768787
20.503597122302157,74.29479768786128
20.719424460431657,66.44508670520231
20.93525179856115,70.9306358381503
21.151079136690647,76.53757225433526
21.366906474820144,76.53757225433526
21.58273381294964,84.94797687861272
21.798561151079138,93.91907514450868
22.01438848920863,75.41618497109826
22.230215827338128,96.72254335260115
22.446043165467625,83.26589595375722
22.66187050359712,77.65895953757226
22.87769784172662,86.0693641618497
23.093525179856115,84.94797687861272
23.309352517985612,98.40462427745666
23.52517985611511,79.90173410404624
23.741007194244602,87.7514450867052
23.956834532374103,92.7976878612717
24.172661870503596,93.91907514450868
24.388489208633096,88.8728323699422
24.60431654676259,83.82658959537571
24.820143884892087,98.40462427745666
25.035971223021583,82.70520231213874
25.25179856115108,88.3121387283237
25.467625899280577,101.20809248554913
25.68345323741007,95.60115606936415
25.899280575539567,86.6300578034682
26.115107913669064,94.47976878612717
26.33093525179856,106.81502890173411
26.546762589928058,106.2543352601156
26.762589928057555,101.20809248554913
26.978417266187048,102.32947976878613
27.194244604316548,93.35838150289018
27.41007194244604,116.90751445086705
27.625899280575542,82.70520231213874
27.841726618705035,100.64739884393063
28.057553956834532,106.81502890173411
28.27338129496403,93.91907514450868
28.489208633093526,91.11560693641619
28.705035971223023,100.08670520231215
28.92086330935252,106.2543352601156
29.136690647482013,113.54335260115606
29.352517985611513,127.0
29.568345323741006,118.58959537572255
29.784172661870507,107.93641618497111
30.0,116.90751445086705
